County,MSA,State,State_county,State_msa
AKRON,AKRON,OH,"OH,AKRON","OH,AKRON"
ATHENS,ATHENS,OH,"OH,ATHENS","OH,ATHENS"
CANTON,CANTON,OH,"OH,CANTON","OH,CANTON"
CHILLICOTHE,CHILLICOTHE,OH,"OH,CHILLICOTHE","OH,CHILLICOTHE"
CINCINNATI,CINCINNATI,OH,"OH,CINCINNATI","OH,CINCINNATI"
CLEVELAND,CLEVELAND,OH,"OH,CLEVELAND","OH,CLEVELAND"
COLUMBUS,COLUMBUS,OH,"OH,COLUMBUS","OH,COLUMBUS"
DAYTON,DAYTON,OH,"OH,DAYTON","OH,DAYTON"
HAMILTON,HAMILTON,OH,"OH,HAMILTON","OH,HAMILTON"
LIMA,LIMA,OH,"OH,LIMA","OH,LIMA"
LORAIN,LORAIN,OH,"OH,LORAIN","OH,LORAIN"
MANSFIELD,MANSFIELD,OH,"OH,MANSFIELD","OH,MANSFIELD"
MARION,MARION,OH,"OH,MARION","OH,MARION"
SPRINGFIELD,SPRINGFIELD,OH,"OH,SPRINGFIELD","OH,SPRINGFIELD"
STEUBENVILLE,STEUBENVILLE,OH,"OH,STEUBENVILLE","OH,STEUBENVILLE"
TOLEDO,TOLEDO,OH,"OH,TOLEDO","OH,TOLEDO"
YOUNGSTOWN,YOUNGSTOWN,OH,"OH,YOUNGSTOWN","OH,YOUNGSTOWN"
ZANESVILLE,ZANESVILLE,OH,"OH,ZANESVILLE","OH,ZANESVILLE"
ARDMORE,ARDMORE,OK,"OK,ARDMORE","OK,ARDMORE"
CLINTON,CLINTON,OK,"OK,CLINTON","OK,CLINTON"
DURANT,DURANT,OK,"OK,DURANT","OK,DURANT"
ENID,ENID,OK,"OK,ENID","OK,ENID"
GUYMON,GUYMON,OK,"OK,GUYMON","OK,GUYMON"
LAWTON,LAWTON,OK,"OK,LAWTON","OK,LAWTON"
MCALESTER,MCALESTER,OK,"OK,MCALESTER","OK,MCALESTER"
MIAMI,MIAMI,OK,"OK,MIAMI","OK,MIAMI"
MUSKOGEE,MUSKOGEE,OK,"OK,MUSKOGEE","OK,MUSKOGEE"
OKLAHOMA CITY,OKLAHOMA CITY,OK,"OK,OKLAHOMA CITY","OK,OKLAHOMA CITY"
PONCA CITY,PONCA CITY,OK,"OK,PONCA CITY","OK,PONCA CITY"
POTEAU,POTEAU,OK,"OK,POTEAU","OK,POTEAU"
SHAWNEE,SHAWNEE,OK,"OK,SHAWNEE","OK,SHAWNEE"
TULSA,TULSA,OK,"OK,TULSA","OK,TULSA"
WOODWARD,WOODWARD,OK,"OK,WOODWARD","OK,WOODWARD"
BEND,BEND,OR,"OR,BEND","OR,BEND"
EUGENE,EUGENE,OR,"OR,EUGENE","OR,EUGENE"
KLAMATH FALLS,KLAMATH FALLS,OR,"OR,KLAMATH FALLS","OR,KLAMATH FALLS"
MEDFORD,MEDFORD,OR,"OR,MEDFORD","OR,MEDFORD"
PENDLETON,PENDLETON,OR,"OR,PENDLETON","OR,PENDLETON"
PORTLAND,PORTLAND,OR,"OR,PORTLAND","OR,PORTLAND"
SALEM,SALEM,OR,"OR,SALEM","OR,SALEM"
VALE,VALE,OR,"OR,VALE","OR,VALE"
ALLENTOWN,ALLENTOWN,PA,"PA,ALLENTOWN","PA,ALLENTOWN"
ALTOONA,ALTOONA,PA,"PA,ALTOONA","PA,ALTOONA"
BEDFORD,BEDFORD,PA,"PA,BEDFORD","PA,BEDFORD"
BRADFORD,BRADFORD,PA,"PA,BRADFORD","PA,BRADFORD"
BUTLER,BUTLER,PA,"PA,BUTLER","PA,BUTLER"
CHAMBERSBURG,CHAMBERSBURG,PA,"PA,CHAMBERSBURG","PA,CHAMBERSBURG"
DOYLESTOWN,DOYLESTOWN,PA,"PA,DOYLESTOWN","PA,DOYLESTOWN"
DUBOIS,DUBOIS,PA,"PA,DUBOIS","PA,DUBOIS"
ERIE,ERIE,PA,"PA,ERIE","PA,ERIE"
GREENSBURG,GREENSBURG,PA,"PA,GREENSBURG","PA,GREENSBURG"
HARRISBURG,HARRISBURG,PA,"PA,HARRISBURG","PA,HARRISBURG"
HAZLETON,HAZLETON,PA,"PA,HAZLETON","PA,HAZLETON"
INDIANA,INDIANA,PA,"PA,INDIANA","PA,INDIANA"
JOHNSTOWN,JOHNSTOWN,PA,"PA,JOHNSTOWN","PA,JOHNSTOWN"
KITTANNING,KITTANNING,PA,"PA,KITTANNING","PA,KITTANNING"
LANCASTER,LANCASTER,PA,"PA,LANCASTER","PA,LANCASTER"
LEHIGH VALLEY,LEHIGH VALLEY,PA,"PA,LEHIGH VALLEY","PA,LEHIGH VALLEY"
MONTROSE,MONTROSE,PA,"PA,MONTROSE","PA,MONTROSE"
NEW CASTLE,NEW CASTLE,PA,"PA,NEW CASTLE","PA,NEW CASTLE"
NORRISTOWN,NORRISTOWN,PA,"PA,NORRISTOWN","PA,NORRISTOWN"
OIL CITY,OIL CITY,PA,"PA,OIL CITY","PA,OIL CITY"
PHILADELPHIA,PHILADELPHIA,PA,"PA,PHILADELPHIA","PA,PHILADELPHIA"
PITTSBURGH,PITTSBURGH,PA,"PA,PITTSBURGH","PA,PITTSBURGH"
POTTSVILLE,POTTSVILLE,PA,"PA,POTTSVILLE","PA,POTTSVILLE"
READING,READING,PA,"PA,READING","PA,READING"
SCRANTON,SCRANTON,PA,"PA,SCRANTON","PA,SCRANTON"
STATE COLLEGE,STATE COLLEGE,PA,"PA,STATE COLLEGE","PA,STATE COLLEGE"
STROUDSBURG,STROUDSBURG,PA,"PA,STROUDSBURG","PA,STROUDSBURG"
SUNBURY,SUNBURY,PA,"PA,SUNBURY","PA,SUNBURY"
UNIONTOWN,UNIONTOWN,PA,"PA,UNIONTOWN","PA,UNIONTOWN"
WASHINGTON,WASHINGTON,PA,"PA,WASHINGTON","PA,WASHINGTON"
WELLSBORO,WELLSBORO,PA,"PA,WELLSBORO","PA,WELLSBORO"
WESTCHESTER,WESTCHESTER,PA,"PA,WESTCHESTER","PA,WESTCHESTER"
WILKES-BARRE,WILKES-BARRE,PA,"PA,WILKES-BARRE","PA,WILKES-BARRE"
WILLIAMSPORT,WILLIAMSPORT,PA,"PA,WILLIAMSPORT","PA,WILLIAMSPORT"
YORK,YORK,PA,"PA,YORK","PA,YORK"
SAN JUAN,SAN JUAN,PR,"PR,SAN JUAN","PR,SAN JUAN"
NEWPORT,NEWPORT,RI,"RI,NEWPORT","RI,NEWPORT"
PROVIDENCE,PROVIDENCE,RI,"RI,PROVIDENCE","RI,PROVIDENCE"
AIKEN,AIKEN,SC,"SC,AIKEN","SC,AIKEN"
BEAUFORT,BEAUFORT,SC,"SC,BEAUFORT","SC,BEAUFORT"
CHARLESTON,CHARLESTON,SC,"SC,CHARLESTON","SC,CHARLESTON"
COLUMBIA,COLUMBIA,SC,"SC,COLUMBIA","SC,COLUMBIA"
FLORENCE,FLORENCE,SC,"SC,FLORENCE","SC,FLORENCE"
GREENVILLE,GREENVILLE,SC,"SC,GREENVILLE","SC,GREENVILLE"
ROCK HILL,ROCK HILL,SC,"SC,ROCK HILL","SC,ROCK HILL"
SPARTANBURG,SPARTANBURG,SC,"SC,SPARTANBURG","SC,SPARTANBURG"
ABERDEEN,ABERDEEN,SD,"SD,ABERDEEN","SD,ABERDEEN"
MITCHELL,MITCHELL,SD,"SD,MITCHELL","SD,MITCHELL"
MOBRIDGE,MOBRIDGE,SD,"SD,MOBRIDGE","SD,MOBRIDGE"
PIERRE,PIERRE,SD,"SD,PIERRE","SD,PIERRE"
RAPID CITY,RAPID CITY,SD,"SD,RAPID CITY","SD,RAPID CITY"
SIOUX FALLS,SIOUX FALLS,SD,"SD,SIOUX FALLS","SD,SIOUX FALLS"
WATERTOWN,WATERTOWN,SD,"SD,WATERTOWN","SD,WATERTOWN"
CHATTANOOGA,CHATTANOOGA,TN,"TN,CHATTANOOGA","TN,CHATTANOOGA"
COLUMBIA,COLUMBIA,TN,"TN,COLUMBIA","TN,COLUMBIA"
COOKEVILLE,COOKEVILLE,TN,"TN,COOKEVILLE","TN,COOKEVILLE"
JACKSON,JACKSON,TN,"TN,JACKSON","TN,JACKSON"
JOHNSON CITY,JOHNSON CITY,TN,"TN,JOHNSON CITY","TN,JOHNSON CITY"
KNOXVILLE,KNOXVILLE,TN,"TN,KNOXVILLE","TN,KNOXVILLE"
MCKENZIE,MCKENZIE,TN,"TN,MCKENZIE","TN,MCKENZIE"
MEMPHIS,MEMPHIS,TN,"TN,MEMPHIS","TN,MEMPHIS"
NASHVILLE,NASHVILLE,TN,"TN,NASHVILLE","TN,NASHVILLE"
ABILENE,ABILENE,TX,"TX,ABILENE","TX,ABILENE"
AMARILLO,AMARILLO,TX,"TX,AMARILLO","TX,AMARILLO"
AUSTIN,AUSTIN,TX,"TX,AUSTIN","TX,AUSTIN"
BEAUMONT,BEAUMONT,TX,"TX,BEAUMONT","TX,BEAUMONT"
BROWNWOOD,BROWNWOOD,TX,"TX,BROWNWOOD","TX,BROWNWOOD"
BRYAN,BRYAN,TX,"TX,BRYAN","TX,BRYAN"
CHILDRESS,CHILDRESS,TX,"TX,CHILDRESS","TX,CHILDRESS"
CORPUS CHRISTI,CORPUS CHRISTI,TX,"TX,CORPUS CHRISTI","TX,CORPUS CHRISTI"
DALLAS,DALLAS,TX,"TX,DALLAS","TX,DALLAS"
DEL RIO,DEL RIO,TX,"TX,DEL RIO","TX,DEL RIO"
DENTON,DENTON,TX,"TX,DENTON","TX,DENTON"
EASTLAND,EASTLAND,TX,"TX,EASTLAND","TX,EASTLAND"
EL PASO,EL PASO,TX,"TX,EL PASO","TX,EL PASO"
FORT WORTH,FORT WORTH,TX,"TX,FORT WORTH","TX,FORT WORTH"
GALVESTON,GALVESTON,TX,"TX,GALVESTON","TX,GALVESTON"
GIDDINGS,GIDDINGS,TX,"TX,GIDDINGS","TX,GIDDINGS"
GREENVILLE,GREENVILLE,TX,"TX,GREENVILLE","TX,GREENVILLE"
HOUSTON,HOUSTON,TX,"TX,HOUSTON","TX,HOUSTON"
HUNTSVILLE,HUNTSVILLE,TX,"TX,HUNTSVILLE","TX,HUNTSVILLE"
LAREDO,LAREDO,TX,"TX,LAREDO","TX,LAREDO"
LONGVIEW,LONGVIEW,TX,"TX,LONGVIEW","TX,LONGVIEW"
LUBBOCK,LUBBOCK,TX,"TX,LUBBOCK","TX,LUBBOCK"
LUFKIN,LUFKIN,TX,"TX,LUFKIN","TX,LUFKIN"
MCALLEN,MCALLEN,TX,"TX,MCALLEN","TX,MCALLEN"
MCKINNEY,MCKINNEY,TX,"TX,MCKINNEY","TX,MCKINNEY"
MIDLAND,MIDLAND,TX,"TX,MIDLAND","TX,MIDLAND"
PALESTINE,PALESTINE,TX,"TX,PALESTINE","TX,PALESTINE"
SAN ANGELO,SAN ANGELO,TX,"TX,SAN ANGELO","TX,SAN ANGELO"
SAN ANTONIO,SAN ANTONIO,TX,"TX,SAN ANTONIO","TX,SAN ANTONIO"
TEMPLE,TEMPLE,TX,"TX,TEMPLE","TX,TEMPLE"
TEXARKANA,TEXARKANA,TX,"TX,TEXARKANA","TX,TEXARKANA"
TYLER,TYLER,TX,"TX,TYLER","TX,TYLER"
VICTORIA,VICTORIA,TX,"TX,VICTORIA","TX,VICTORIA"
WACO,WACO,TX,"TX,WACO","TX,WACO"
WAXAHACHIE,WAXAHACHIE,TX,"TX,WAXAHACHIE","TX,WAXAHACHIE"
WHARTON,WHARTON,TX,"TX,WHARTON","TX,WHARTON"
WICHITA FALLS,WICHITA FALLS,TX,"TX,WICHITA FALLS","TX,WICHITA FALLS"
LOGAN,LOGAN,UT,"UT,LOGAN","UT,LOGAN"
OGDEN,OGDEN,UT,"UT,OGDEN","UT,OGDEN"
PRICE,PRICE,UT,"UT,PRICE","UT,PRICE"
PROVO,PROVO,UT,"UT,PROVO","UT,PROVO"
SALT LAKE CITY,SALT LAKE CITY,UT,"UT,SALT LAKE CITY","UT,SALT LAKE CITY"
BELLOWS FALLS,BELLOWS FALLS,VT,"VT,BELLOWS FALLS","VT,BELLOWS FALLS"
BENNINGTON,BENNINGTON,VT,"VT,BENNINGTON","VT,BENNINGTON"
BRATTLEBORO,BRATTLEBORO,VT,"VT,BRATTLEBORO","VT,BRATTLEBORO"
BURLINGTON,BURLINGTON,VT,"VT,BURLINGTON","VT,BURLINGTON"
GUILDHALL,GUILDHALL,VT,"VT,GUILDHALL","VT,GUILDHALL"
MONTPELIER,MONTPELIER,VT,"VT,MONTPELIER","VT,MONTPELIER"
RUTLAND,RUTLAND,VT,"VT,RUTLAND","VT,RUTLAND"
ST. JOHNSBURY,ST. JOHNSBURY,VT,"VT,ST. JOHNSBURY","VT,ST. JOHNSBURY"
WHITE RIVER JCT.,WHITE RIVER JCT.,VT,"VT,WHITE RIVER JCT.","VT,WHITE RIVER JCT."
ALEXANDRIA,ALEXANDRIA,VA,"VA,ALEXANDRIA","VA,ALEXANDRIA"
ARLINGTON,ARLINGTON,VA,"VA,ARLINGTON","VA,ARLINGTON"
BRISTOL,BRISTOL,VA,"VA,BRISTOL","VA,BRISTOL"
CHARLOTTESVILLE,CHARLOTTESVILLE,VA,"VA,CHARLOTTESVILLE","VA,CHARLOTTESVILLE"
CULPEPER,CULPEPER,VA,"VA,CULPEPER","VA,CULPEPER"
FAIRFAX,FAIRFAX,VA,"VA,FAIRFAX","VA,FAIRFAX"
FARMVILLE,FARMVILLE,VA,"VA,FARMVILLE","VA,FARMVILLE"
FREDERICKSBURG,FREDERICKSBURG,VA,"VA,FREDERICKSBURG","VA,FREDERICKSBURG"
GRUNDY,GRUNDY,VA,"VA,GRUNDY","VA,GRUNDY"
HARRISONBURG,HARRISONBURG,VA,"VA,HARRISONBURG","VA,HARRISONBURG"
LYNCHBURG,LYNCHBURG,VA,"VA,LYNCHBURG","VA,LYNCHBURG"
NEWPORT NEWS,NEWPORT NEWS,VA,"VA,NEWPORT NEWS","VA,NEWPORT NEWS"
NORFOLK,NORFOLK,VA,"VA,NORFOLK","VA,NORFOLK"
PETERSBURG,PETERSBURG,VA,"VA,PETERSBURG","VA,PETERSBURG"
PORTSMOUTH,PORTSMOUTH,VA,"VA,PORTSMOUTH","VA,PORTSMOUTH"
PULASKI,PULASKI,VA,"VA,PULASKI","VA,PULASKI"
RICHMOND,RICHMOND,VA,"VA,RICHMOND","VA,RICHMOND"
ROANOKE,ROANOKE,VA,"VA,ROANOKE","VA,ROANOKE"
STAUNTON,STAUNTON,VA,"VA,STAUNTON","VA,STAUNTON"
WINCHESTER,WINCHESTER,VA,"VA,WINCHESTER","VA,WINCHESTER"
CLARKSTON,CLARKSTON,WA,"WA,CLARKSTON","WA,CLARKSTON"
EVERETT,EVERETT,WA,"WA,EVERETT","WA,EVERETT"
OLYMPIA,OLYMPIA,WA,"WA,OLYMPIA","WA,OLYMPIA"
RICHLAND,RICHLAND,WA,"WA,RICHLAND","WA,RICHLAND"
SEATTLE,SEATTLE,WA,"WA,SEATTLE","WA,SEATTLE"
SPOKANE,SPOKANE,WA,"WA,SPOKANE","WA,SPOKANE"
TACOMA,TACOMA,WA,"WA,TACOMA","WA,TACOMA"
VANCOUVER,VANCOUVER,WA,"WA,VANCOUVER","WA,VANCOUVER"
WENATCHEE,WENATCHEE,WA,"WA,WENATCHEE","WA,WENATCHEE"
YAKIMA,YAKIMA,WA,"WA,YAKIMA","WA,YAKIMA"
BECKLEY,BECKLEY,WV,"WV,BECKLEY","WV,BECKLEY"
BLUEFIELD,BLUEFIELD,WV,"WV,BLUEFIELD","WV,BLUEFIELD"
BUCKHANNON,BUCKHANNON,WV,"WV,BUCKHANNON","WV,BUCKHANNON"
CHARLESTON,CHARLESTON,WV,"WV,CHARLESTON","WV,CHARLESTON"
CLARKSBURG,CLARKSBURG,WV,"WV,CLARKSBURG","WV,CLARKSBURG"
GASSAWAY,GASSAWAY,WV,"WV,GASSAWAY","WV,GASSAWAY"
HUNTINGTON,HUNTINGTON,WV,"WV,HUNTINGTON","WV,HUNTINGTON"
LEWISBURG,LEWISBURG,WV,"WV,LEWISBURG","WV,LEWISBURG"
MARTINSBURG,MARTINSBURG,WV,"WV,MARTINSBURG","WV,MARTINSBURG"
MORGANTOWN,MORGANTOWN,WV,"WV,MORGANTOWN","WV,MORGANTOWN"
PARKERSBURG,PARKERSBURG,WV,"WV,PARKERSBURG","WV,PARKERSBURG"
PETERSBURG,PETERSBURG,WV,"WV,PETERSBURG","WV,PETERSBURG"
ROMNEY,ROMNEY,WV,"WV,ROMNEY","WV,ROMNEY"
WHEELING,WHEELING,WV,"WV,WHEELING","WV,WHEELING"
BELOIT,BELOIT,WI,"WI,BELOIT","WI,BELOIT"
EAU CLAIRE,EAU CLAIRE,WI,"WI,EAU CLAIRE","WI,EAU CLAIRE"
GREEN BAY,GREEN BAY,WI,"WI,GREEN BAY","WI,GREEN BAY"
KENOSHA,KENOSHA,WI,"WI,KENOSHA","WI,KENOSHA"
LA CROSSE,LA CROSSE,WI,"WI,LA CROSSE","WI,LA CROSSE"
LANCASTER,LANCASTER,WI,"WI,LANCASTER","WI,LANCASTER"
MADISON,MADISON,WI,"WI,MADISON","WI,MADISON"
MILWAUKEE,MILWAUKEE,WI,"WI,MILWAUKEE","WI,MILWAUKEE"
NEW RICHMOND,NEW RICHMOND,WI,"WI,NEW RICHMOND","WI,NEW RICHMOND"
OSHKOSH,OSHKOSH,WI,"WI,OSHKOSH","WI,OSHKOSH"
PORTAGE,PORTAGE,WI,"WI,PORTAGE","WI,PORTAGE"
RACINE,RACINE,WI,"WI,RACINE","WI,RACINE"
RHINELANDER,RHINELANDER,WI,"WI,RHINELANDER","WI,RHINELANDER"
SUPERIOR,SUPERIOR,WI,"WI,SUPERIOR","WI,SUPERIOR"
WAUSAU,WAUSAU,WI,"WI,WAUSAU","WI,WAUSAU"
CASPER,CASPER,WY,"WY,CASPER","WY,CASPER"
CHEYENNE,CHEYENNE,WY,"WY,CHEYENNE","WY,CHEYENNE"
NEWCASTLE,NEWCASTLE,WY,"WY,NEWCASTLE","WY,NEWCASTLE"
RAWLINS,RAWLINS,WY,"WY,RAWLINS","WY,RAWLINS"
RIVERTON,RIVERTON,WY,"WY,RIVERTON","WY,RIVERTON"
ROCK SPRINGS,ROCK SPRINGS,WY,"WY,ROCK SPRINGS","WY,ROCK SPRINGS"
SHERIDAN,SHERIDAN,WY,"WY,SHERIDAN","WY,SHERIDAN"
WHEATLAND,WHEATLAND,WY,"WY,WHEATLAND","WY,WHEATLAND"
WORLAND,WORLAND,WY,"WY,WORLAND","WY,WORLAND"
YELLOWSTONE NAT'L PA,YELLOWSTONE NAT'L PA,WY,"WY,YELLOWSTONE NAT'L PA","WY,YELLOWSTONE NAT'L PA"
